編號,案類,發生日期,發生地點,發生場所一,發生場所二,發生場所三,嫌疑犯人數,毒品品項,數量（淨重）_克
4648,毒品,1080311,台中市外埔區,透天厝,    ,    ,1,甲基安非他命,0
4649,毒品,1071117,台中市大甲區,透天厝,    ,    ,1,海洛因,0
4650,毒品,1080326,新北市三重區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
4651,毒品,1080425,台北市中山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,3.31
4652,毒品,1080424,台北市中山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.01
4653,毒品,1080407,桃園市龜山區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.46
4653,毒品,1080407,桃園市龜山區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,3.3
4654,毒品,1080113,高雄市苓雅區,汽車旅館,    ,    ,2,安非他命,0
4655,毒品,1071208,彰化縣和美鎮,普通住宅(一、二層樓),    ,    ,1,海洛因,0
4655,毒品,1071208,彰化縣和美鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
4656,毒品,1080402,台北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,4-甲基甲基卡西酮(喵喵),27.23
4657,毒品,1080402,台北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,大麻,3.73
4658,毒品,1080331,台北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.01
4659,毒品,1080416,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,1.9
4660,毒品,1080109,新北市瑞芳區,車站(捷運、高鐵、臺鐵車站除外),    ,    ,1,海洛因,0
4661,毒品,1080401,台北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.88
4662,毒品,1080403,宜蘭縣蘇澳鎮,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,1.33
4663,毒品,1080421,高雄市岡山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.94
4664,毒品,1080410,台中市大里區,透天厝,    ,    ,1,海洛因,4.82
4665,毒品,1080417,彰化縣彰化市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
4666,毒品,1071219,台中市大甲區,透天厝,    ,    ,1,海洛因,0
4667,毒品,1080312,台中市太平區,出租公寓（套房）,    ,    ,1,安非他命,0
4668,毒品,1080217,台中市烏日區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
4669,毒品,1080409,高雄市三民區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,海洛因,0.26
4670,毒品,1080409,高雄市三民區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0.8
4671,毒品,1080410,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,1.19
4672,毒品,1080417,新北市三重區,公寓(三至五層建築物),其他,電腦網路,1,安非他命,46.7
4673,毒品,1080429,台南市中西區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.53
4674,毒品,1080119,新北市深坑區,別墅(獨立式),    ,    ,1,甲基安非他命,0.1
4675,毒品,1070815,台南市白河區,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
4676,毒品,1071222,澎湖縣馬公市,透天厝,    ,其他共同附屬場所,1,安非他命,0
4677,毒品,1070530,台南市後壁區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
4678,毒品,1080424,花蓮縣瑞穗鄉,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.26
4678,毒品,1080424,花蓮縣瑞穗鄉,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.38
4679,毒品,1070809,花蓮縣鳳林鎮,車站(捷運、高鐵、臺鐵車站除外),    ,    ,2,安非他命,0
4680,毒品,1080311,屏東縣屏東市,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
4681,毒品,1080409,台中市北屯區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,136.66
4682,毒品,1080119,台中市北屯區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
4682,毒品,1080119,台中市北屯區,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
4683,毒品,1080303,苗栗縣南庄鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
4684,毒品,1080406,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.58
4685,毒品,1080403,台南市北區,透天厝,    ,    ,1,嗎啡,0
4686,毒品,1080407,台南市北區,釣魚(蝦)場,    ,    ,1,安非他命,0
4687,毒品,1080305,南投縣南投市,普通住宅(一、二層樓),    ,    ,1,海洛因,0.01
4687,毒品,1080305,南投縣南投市,普通住宅(一、二層樓),    ,    ,1,安非他命,0.01
4688,毒品,1080116,彰化縣和美鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
4688,毒品,1080116,彰化縣和美鎮,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
4689,毒品,1080305,南投縣名間鄉,空屋,    ,    ,1,海洛因,0
4690,毒品,1080410,高雄市前鎮區,其他交通場所,    ,    ,1,安非他命,1.45
4691,毒品,1080309,高雄市田寮區,透天厝,    ,    ,1,海洛因,0
4692,毒品,1080303,桃園市龜山區,公園,    ,    ,1,海洛因,0
4693,毒品,1080307,桃園市龜山區,汽車旅館,    ,    ,1,甲基安非他命,0
4694,毒品,1080405,桃園市龜山區,汽車旅館,    ,    ,1,甲基安非他命,2.4
4694,毒品,1080405,桃園市龜山區,汽車旅館,    ,    ,1,大麻,0.4
4695,毒品,1080303,桃園市龜山區,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
4696,毒品,1080403,台北市松山區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0
4697,毒品,1071206,新北市汐止區,其他,    ,    ,1,安非他命,0
4698,毒品,1080301,新北市汐止區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0
4699,毒品,1080301,新北市汐止區,大廈(六層以上建築物),    ,    ,1,安非他命,0
4700,毒品,1080301,新北市汐止區,大廈(六層以上建築物),    ,    ,1,甲基安非他命,0
4701,毒品,1080131,新北市汐止區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
4702,毒品,1080217,新北市汐止區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
4703,毒品,1080218,新北市汐止區,其他主(次)要場所,    ,    ,1,安非他命,0
4704,毒品,1080227,新北市汐止區,其他,    ,    ,1,安非他命,0
4705,毒品,1080208,新北市汐止區,其他,    ,    ,1,甲基安非他命,0
4706,毒品,1080416,高雄市楠梓區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.25
4707,毒品,1080108,台東縣台東市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
4708,毒品,1080416,台北市南港區,公寓(三至五層建築物),    ,    ,1,大麻,0
4709,毒品,1080421,台中市北區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,14.39
4710,毒品,1080319,台中市北區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
4711,毒品,1080210,新北市淡水區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
4712,毒品,1080403,基隆市中正區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0
4713,毒品,1080310,新竹縣關西鎮,普通住宅(一、二層樓),    ,    ,1,海洛因,0
4714,毒品,1080228,高雄市岡山區,車站(捷運、高鐵、臺鐵車站除外),    ,公廁,1,海洛因,0
4715,毒品,1080424,基隆市仁愛區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,1.08
4716,毒品,1080428,高雄市三民區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.35
4717,毒品,1080203,南投縣國姓鄉,普通住宅(一、二層樓),    ,    ,1,海洛因,0
4718,毒品,1080228,基隆市中山區,公寓(三至五層建築物),    ,    ,1,安非他命,0
4719,毒品,1080328,基隆市安樂區,公寓(三至五層建築物),    ,    ,1,安非他命,0
4720,毒品,1080412,桃園市龍潭區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,1.2
4721,毒品,1080223,高雄市小港區,透天厝,    ,    ,1,安非他命,0
4722,毒品,1080413,台北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,大麻,0.99
4723,毒品,1080310,屏東縣崁頂鄉,公路(省、縣、鄉、鎮道,    ,街道馬路,1,海洛因,0
4724,毒品,1080402,台北市松山區,機場,    ,    ,1,海洛因,0
4725,毒品,1080410,台北市大同區,公寓(三至五層建築物),    ,    ,2,安非他命,0.56
4726,毒品,1080428,新北市土城區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0.51
4727,毒品,1080410,台北市大同區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,4.93
4728,毒品,1071115,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
4729,毒品,1080401,台南市永康區,旅社飯店客棧汽車旅館,    ,    ,1,安非他命,0
4730,毒品,1080317,新北市永和區,大廈(六層以上建築物),    ,房間（起居室）,1,甲基安非他命,0
4731,毒品,1080226,台南市永康區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
4732,毒品,1080302,新竹市東區,公園,    ,    ,1,安非他命,0
4733,毒品,1080219,台南市歸仁區,寺廟、道觀、佛堂、神壇,    ,公廁,1,安非他命,0
4734,毒品,1080305,台北市萬華區,工地、工寮,    ,    ,1,嗎啡,0
4735,毒品,1080426,台中市西屯區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),25.25
4736,毒品,1080416,台北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,MDMA（快樂丸）,23.48
4737,毒品,1071101,宜蘭縣壯圍鄉,釣魚(蝦)場,    ,    ,3,甲基安非他命,0
4738,毒品,1080112,嘉義市西區,醫療院所(門診中心),    ,    ,1,海洛因,0
4739,毒品,1080107,台南市北區,透天厝,    ,    ,1,安非他命,0
4740,毒品,1070419,新北市板橋區,公寓(三至五層建築物),    ,    ,1,大麻,0
4741,毒品,1080415,新北市蘆洲區,大廈(六層以上建築物),    ,    ,1,K(愷)他命(含液態),683.2
4741,毒品,1080415,新北市蘆洲區,大廈(六層以上建築物),    ,    ,1,K(愷)他命(含液態),713.4
4741,毒品,1080415,新北市蘆洲區,大廈(六層以上建築物),    ,    ,1,K(愷)他命(含液態),282.9
4741,毒品,1080415,新北市蘆洲區,大廈(六層以上建築物),    ,    ,1,K(愷)他命(含液態),358.5
4741,毒品,1080415,新北市蘆洲區,大廈(六層以上建築物),    ,    ,1,K(愷)他命(含液態),513.1
4742,毒品,1080308,新北市板橋區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
4743,毒品,1080418,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,卡西酮,0.48
4744,毒品,1080418,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,卡西酮,0.24
4745,毒品,1080409,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,6.44
4745,毒品,1080409,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,58.64
4746,毒品,1080316,台南市歸仁區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
4747,毒品,1080423,台南市仁德區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.24
4748,毒品,1080210,台南市永康區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
4749,毒品,1080118,台南市永康區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
4750,毒品,1080416,台南市永康區,公寓(三至五層建築物),    ,    ,1,安非他命,1.78
4751,毒品,1080307,基隆市信義區,公寓(三至五層建築物),    ,    ,1,安非他命,0
4752,毒品,1080426,桃園市龍潭區,旅社飯店客棧汽車旅館,    ,    ,3,安非他命,0.25
4753,毒品,1080426,桃園市龍潭區,大廈(六層以上建築物),    ,    ,3,海洛因,7.5
4753,毒品,1080426,桃園市龍潭區,大廈(六層以上建築物),    ,    ,3,安非他命,4.8
4753,毒品,1080426,桃園市龍潭區,大廈(六層以上建築物),    ,    ,3,安非他命,40.3
4753,毒品,1080426,桃園市龍潭區,大廈(六層以上建築物),    ,    ,3,安非他命,494.25
4753,毒品,1080426,桃園市龍潭區,大廈(六層以上建築物),    ,    ,3,海洛因,3.9
4753,毒品,1080426,桃園市龍潭區,大廈(六層以上建築物),    ,    ,3,海洛因,4.1
4753,毒品,1080426,桃園市龍潭區,大廈(六層以上建築物),    ,    ,3,安非他命,0.9
4753,毒品,1080426,桃園市龍潭區,大廈(六層以上建築物),    ,    ,3,海洛因,1.9
4753,毒品,1080426,桃園市龍潭區,大廈(六層以上建築物),    ,    ,3,海洛因,2.5
4754,毒品,1080420,台中市西屯區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基卡西酮,97.78
4755,毒品,1080406,台北市信義區,公路(省、縣、鄉、鎮道,    ,    ,1,大麻,0.19
4756,毒品,1070818,苗栗縣苗栗市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
4757,毒品,1071101,苗栗縣公館鄉,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
4758,毒品,1080314,苗栗縣頭屋鄉,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
4759,毒品,1080321,苗栗縣苗栗市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
4760,毒品,1071225,台南市玉井區,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
4761,毒品,1080405,基隆市七堵區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,1.2
4762,毒品,1080310,基隆市七堵區,網路咖啡館(店),    ,    ,1,安非他命,0
4762,毒品,1080310,基隆市七堵區,網路咖啡館(店),    ,    ,1,甲基安非他命,0
4763,毒品,1080309,基隆市七堵區,公寓(三至五層建築物),    ,    ,1,安非他命,0
4763,毒品,1080309,基隆市七堵區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0
4764,毒品,1080406,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.4
4765,毒品,1080103,高雄市前鎮區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
4766,毒品,1080309,宜蘭縣冬山鄉,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
4767,毒品,1080402,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,MDMA（快樂丸）,9.54
4768,毒品,1080404,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
4769,毒品,1080403,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,2.02
4769,毒品,1080403,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.6
4770,毒品,1080326,高雄市前鎮區,公園,    ,    ,1,海洛因,0
4770,毒品,1080326,高雄市前鎮區,公園,    ,    ,1,安非他命,0
4771,毒品,1080408,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,9.52
4772,毒品,1080208,高雄市前鎮區,普通住宅(一、二層樓),    ,    ,1,安非他命,13.74
4773,毒品,1080419,新北市樹林區,大廈(六層以上建築物),Facebook,電腦網路,1,安非他命,0.15
4774,毒品,1080127,南投縣埔里鎮,普通住宅(一、二層樓),    ,房間（起居室）,1,嗎啡,0
4774,毒品,1080127,南投縣埔里鎮,普通住宅(一、二層樓),    ,房間（起居室）,1,甲基安非他命,0
4775,毒品,1080126,南投縣埔里鎮,公路(省、縣、鄉、鎮道,    ,天橋(陸橋),1,安非他命,0
4775,毒品,1080126,南投縣埔里鎮,公路(省、縣、鄉、鎮道,    ,天橋(陸橋),1,甲基安非他命,0
4776,毒品,1080212,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
4777,毒品,1071210,台中市西屯區,大廈(六層以上建築物),    ,    ,1,安非他命,0
4778,毒品,1080311,新北市樹林區,出租公寓（套房）,    ,    ,1,甲基安非他命,0
4779,毒品,1080313,台中市太平區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
4780,毒品,1080306,基隆市中正區,普通住宅(一、二層樓),    ,    ,1,第二級可待因及其製劑,0
4780,毒品,1080306,基隆市中正區,普通住宅(一、二層樓),    ,    ,1,嗎啡,0
4781,毒品,1080308,台中市西區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
4781,毒品,1080308,台中市西區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
4782,毒品,1080428,桃園市大園區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
4783,毒品,1080317,台中市西區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
4784,毒品,1080429,桃園市大園區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
4785,毒品,1071005,桃園市大園區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
4786,毒品,1080124,高雄市梓官區,普通住宅(一、二層樓),    ,    ,2,海洛因,14.49
4786,毒品,1080124,高雄市梓官區,普通住宅(一、二層樓),    ,    ,2,海洛因,7.62
4786,毒品,1080124,高雄市梓官區,普通住宅(一、二層樓),    ,    ,2,海洛因,2.73
4786,毒品,1080124,高雄市梓官區,普通住宅(一、二層樓),    ,    ,2,海洛因,0.58
4786,毒品,1080124,高雄市梓官區,普通住宅(一、二層樓),    ,    ,2,海洛因,1.3
4786,毒品,1080124,高雄市梓官區,普通住宅(一、二層樓),    ,    ,2,海洛因,0.32
4786,毒品,1080124,高雄市梓官區,普通住宅(一、二層樓),    ,    ,2,海洛因,0.33
4786,毒品,1080124,高雄市梓官區,普通住宅(一、二層樓),    ,    ,2,海洛因,0.3
4786,毒品,1080124,高雄市梓官區,普通住宅(一、二層樓),    ,    ,2,海洛因,0.32
4786,毒品,1080124,高雄市梓官區,普通住宅(一、二層樓),    ,    ,2,海洛因,0.32
4786,毒品,1080124,高雄市梓官區,普通住宅(一、二層樓),    ,    ,2,海洛因,0.33
4786,毒品,1080124,高雄市梓官區,普通住宅(一、二層樓),    ,    ,2,海洛因,0.32
4786,毒品,1080124,高雄市梓官區,普通住宅(一、二層樓),    ,    ,2,海洛因,0.31
4786,毒品,1080124,高雄市梓官區,普通住宅(一、二層樓),    ,    ,2,海洛因,0.3
4786,毒品,1080124,高雄市梓官區,普通住宅(一、二層樓),    ,    ,2,海洛因,0.3
4786,毒品,1080124,高雄市梓官區,普通住宅(一、二層樓),    ,    ,2,海洛因,0.31
4786,毒品,1080124,高雄市梓官區,普通住宅(一、二層樓),    ,    ,2,海洛因,0.23
4786,毒品,1080124,高雄市梓官區,普通住宅(一、二層樓),    ,    ,2,海洛因,0.6
4786,毒品,1080124,高雄市梓官區,普通住宅(一、二層樓),    ,    ,2,海洛因,0.27
4786,毒品,1080124,高雄市梓官區,普通住宅(一、二層樓),    ,    ,2,海洛因,0.34
4786,毒品,1080124,高雄市梓官區,普通住宅(一、二層樓),    ,    ,2,海洛因,0.35
4786,毒品,1080124,高雄市梓官區,普通住宅(一、二層樓),    ,    ,2,海洛因,0.31
4786,毒品,1080124,高雄市梓官區,普通住宅(一、二層樓),    ,    ,2,海洛因,0.25
4786,毒品,1080124,高雄市梓官區,普通住宅(一、二層樓),    ,    ,2,海洛因,0.23
4786,毒品,1080124,高雄市梓官區,普通住宅(一、二層樓),    ,    ,2,海洛因,0.25
4786,毒品,1080124,高雄市梓官區,普通住宅(一、二層樓),    ,    ,2,海洛因,0.64
4786,毒品,1080124,高雄市梓官區,普通住宅(一、二層樓),    ,    ,2,海洛因,0.24
4786,毒品,1080124,高雄市梓官區,普通住宅(一、二層樓),    ,    ,2,海洛因,0.16
4786,毒品,1080124,高雄市梓官區,普通住宅(一、二層樓),    ,    ,2,海洛因,0.17
4786,毒品,1080124,高雄市梓官區,普通住宅(一、二層樓),    ,    ,2,安非他命,1.51
4786,毒品,1080124,高雄市梓官區,普通住宅(一、二層樓),    ,    ,2,安非他命,0.35
4786,毒品,1080124,高雄市梓官區,普通住宅(一、二層樓),    ,    ,2,海洛因,1.79
4787,毒品,1080313,台南市永康區,公園,    ,    ,1,安非他命,0
4788,毒品,1080412,桃園市楊梅區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
4789,毒品,1080211,台南市新營區,汽車旅館,    ,    ,1,安非他命,0
4790,毒品,1070106,台南市新營區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,16.34
4790,毒品,1070106,台南市新營區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,56.73
4791,毒品,1080416,台南市中西區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,11.7
4791,毒品,1080416,台南市中西區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,11.52
4792,毒品,1071106,台南市中西區,公寓(三至五層建築物),    ,    ,1,安非他命,0
4793,毒品,1080305,新竹縣湖口鄉,普通住宅(一、二層樓),    ,房間（起居室）,1,安非他命,0
4794,毒品,1080211,彰化縣鹿港鎮,透天厝,    ,    ,1,海洛因,0
4795,毒品,1080214,台中市大甲區,普通住宅(一、二層樓),    ,    ,1,大麻,0
4796,毒品,1080219,高雄市燕巢區,普通住宅(一、二層樓),    ,    ,2,海洛因,0
4796,毒品,1080219,高雄市燕巢區,普通住宅(一、二層樓),    ,    ,2,安非他命,0
4796,毒品,1080219,高雄市燕巢區,普通住宅(一、二層樓),    ,    ,2,甲基安非他命,0
4797,毒品,1071202,高雄市燕巢區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
4798,毒品,1080316,新北市三重區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0
4799,毒品,1080409,桃園市觀音區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
4799,毒品,1080409,桃園市觀音區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
4799,毒品,1080409,桃園市觀音區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),0
4800,毒品,1080408,桃園市觀音區,公路(省、縣、鄉、鎮道,    ,    ,1,大麻,5.91
4800,毒品,1080408,桃園市觀音區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),30.65
4801,毒品,1080115,苗栗縣苗栗市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
4802,毒品,1070924,苗栗縣苗栗市,公路(省、縣、鄉、鎮道,    ,    ,2,安非他命,0
4803,毒品,1080401,桃園市楊梅區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,1.38
4804,毒品,1080319,台北市內湖區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
4805,毒品,1080405,桃園市楊梅區,普通住宅(一、二層樓),    ,    ,1,海洛因,1
4806,毒品,1080106,高雄市三民區,旅社飯店客棧汽車旅館,    ,    ,3,海洛因,0
4806,毒品,1080106,高雄市三民區,旅社飯店客棧汽車旅館,    ,    ,3,安非他命,0
4806,毒品,1080106,高雄市三民區,旅社飯店客棧汽車旅館,    ,    ,3,甲基安非他命,0
4807,毒品,1080424,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,FM2,0.01
4808,毒品,1080207,台中市南屯區,便利商店,    ,    ,1,安非他命,0
4809,毒品,1080412,桃園市桃園區,大廈(六層以上建築物),    ,    ,2,安非他命,0.7
4810,毒品,1080401,台北市南港區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0
4811,毒品,1080111,新北市新店區,公寓(三至五層建築物),    ,    ,1,安非他命,0
4812,毒品,1071216,新北市新店區,公寓(三至五層建築物),    ,    ,1,安非他命,0
4813,毒品,1080105,新北市新店區,公寓(三至五層建築物),    ,    ,1,安非他命,0
4814,毒品,1071214,新北市烏來區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
4814,毒品,1071214,新北市烏來區,普通住宅(一、二層樓),    ,    ,1,鴉片(阿片),0
4815,毒品,1080331,新北市蘆洲區,汽車旅館,    ,    ,3,海洛因,0.6
4815,毒品,1080331,新北市蘆洲區,汽車旅館,    ,    ,3,安非他命,0
4816,毒品,1080401,新北市蘆洲區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,20.48
4817,毒品,1080401,新北市五股區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,1.47
4818,毒品,1080401,苗栗縣頭份市,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
4819,毒品,1071214,新北市新店區,公寓(三至五層建築物),    ,    ,1,鴉片(阿片),0
4819,毒品,1071214,新北市新店區,公寓(三至五層建築物),    ,    ,1,安非他命,0
4820,毒品,1080224,南投縣南投市,普通住宅(一、二層樓),    ,    ,1,海洛因,0
4821,毒品,1080406,台北市信義區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0.73
4822,毒品,1080309,新竹市東區,公路(省、縣、鄉、鎮道,    ,巷口(路口),1,海洛因,0
4823,毒品,1071116,高雄市楠梓區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
4824,毒品,1071202,高雄市楠梓區,公寓(三至五層建築物),    ,    ,1,海洛因,0
4825,毒品,1070813,基隆市中山區,公寓(三至五層建築物),    ,    ,1,安非他命,0
4826,毒品,1080109,基隆市安樂區,公寓(三至五層建築物),    ,    ,1,安非他命,0
4827,毒品,1080316,嘉義市西區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
4828,毒品,1080313,高雄市鹽埕區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,77.88
4829,毒品,1080330,宜蘭縣冬山鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
4830,毒品,1080304,台北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
4831,毒品,1080305,台北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
4832,毒品,1080130,台北市萬華區,透天厝,    ,    ,1,安非他命,1.39
4833,毒品,1080411,台北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
4834,毒品,1080408,台北市南港區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0.21
4835,毒品,1080415,台中市北區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基卡西酮,15.1
4836,毒品,1071231,高雄市岡山區,大廈(六層以上建築物),    ,    ,2,海洛因,0
4836,毒品,1071231,高雄市岡山區,大廈(六層以上建築物),    ,    ,2,安非他命,0
4837,毒品,1080210,高雄市梓官區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
4838,毒品,1080430,台北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,MDMA（快樂丸）,3.2
4839,毒品,1080223,台南市南區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
4840,毒品,1080430,南投縣埔里鎮,普通住宅(一、二層樓),    ,    ,1,海洛因,6.57
4840,毒品,1080430,南投縣埔里鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,3.43
4841,毒品,1080412,台南市佳里區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,1.87
4841,毒品,1080412,台南市佳里區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.79
4841,毒品,1080412,台南市佳里區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.33
4842,毒品,1080414,嘉義縣梅山鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0.27
4843,毒品,1080307,高雄市鼓山區,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
4843,毒品,1080307,高雄市鼓山區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
4844,毒品,1080113,高雄市前鎮區,其他,    ,    ,1,海洛因,0.18
4844,毒品,1080113,高雄市前鎮區,其他,    ,    ,1,甲基安非他命,1.16
4845,毒品,1080415,台南市東區,大廈(六層以上建築物),    ,    ,1,安非他命,3.13
4845,毒品,1080415,台南市東區,大廈(六層以上建築物),    ,    ,1,大麻,29.21
4846,毒品,1080417,苗栗縣三灣鄉,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,5.77
